Book,Chapter,Verse,Type,Text
genesis,1,3,PERSON,God
genesis,1,5,DATE,the light Day
genesis,1,5,DATE,a first day
genesis,1,13,DATE,a third day
genesis,1,14,DATE,between the day
genesis,1,14,DATE,days
genesis,1,14,DATE,years
genesis,1,16,DATE,the day
genesis,1,18,DATE,day
genesis,1,19,DATE,a fourth day
genesis,1,23,DATE,a fifth day
genesis,1,31,DATE,a sixth day
genesis,2,2,DATE,the seventh day
genesis,2,2,DATE,the seventh day
genesis,2,3,DATE,the seventh day
genesis,2,4,PERSON,Jehovah
genesis,2,4,DATE,the day
genesis,2,5,PERSON,bush
genesis,2,5,PERSON,Jehovah
genesis,2,7,PERSON,Jehovah
genesis,2,8,PERSON,Jehovah
genesis,2,8,GPE,Eden
genesis,2,10,GPE,Eden
genesis,2,11,PERSON,Havilah
genesis,2,11,ORG,Pishon
genesis,2,13,PERSON,Gihon
genesis,2,13,PERSON,Cush
genesis,2,14,GPE,Assyria
genesis,2,15,GPE,Eden
genesis,2,17,DATE,the day
genesis,2,19,PERSON,Jehovah
genesis,2,22,PERSON,Jehovah
genesis,3,1,PERSON,Jehovah
genesis,3,5,DATE,the very day
genesis,3,8,PERSON,Jehovah
genesis,3,8,DATE,the day
genesis,3,9,PERSON,Jehovah
genesis,3,17,PERSON,Adam
genesis,3,20,PERSON,Adam
genesis,3,20,PERSON,Eve
genesis,3,21,PERSON,Jehovah
genesis,3,21,PERSON,Adam
genesis,3,23,PERSON,Jehovah
genesis,3,23,GPE,Eden
genesis,3,24,GPE,Eden
genesis,4,1,PERSON,Adam
genesis,4,1,PERSON,Eve
genesis,4,1,GPE,Jehovah
genesis,4,1,ORG,Cain
genesis,4,2,PERSON,Abel
genesis,4,2,PERSON,Abel
genesis,4,2,ORG,Cain
genesis,4,2,OCCUPATION,shepherd
genesis,4,3,PERSON,Jehovah
genesis,4,3,ORG,Cain
genesis,4,4,PERSON,Abel
genesis,4,4,PERSON,Jehovah
genesis,4,4,PERSON,Abel
genesis,4,5,ORG,Cain
genesis,4,5,ORG,Cain
genesis,4,6,PERSON,Jehovah
genesis,4,8,PERSON,Abel
genesis,4,8,PERSON,Abel
genesis,4,8,ORG,Cain
genesis,4,8,ORG,Cain
genesis,4,9,PERSON,Jehovah
genesis,4,9,PERSON,Abel
genesis,4,13,PERSON,Jehovah
genesis,4,13,ORG,Cain
genesis,4,14,DATE,Today
genesis,4,15,PERSON,Jehovah
genesis,4,15,PERSON,Jehovah
genesis,4,15,ORG,Cain
genesis,4,16,PERSON,Jehovah
genesis,4,16,GPE,Eden
genesis,4,16,ORG,Exile
genesis,4,17,PERSON,Enoch
genesis,4,17,ORG,Afterward Cain
genesis,4,18,PERSON,Irad
genesis,4,18,PERSON,Irad
genesis,4,18,PERSON,Mehujael
genesis,4,18,PERSON,Mehujael
genesis,4,18,PERSON,Methushael
genesis,4,18,PERSON,Methushael
genesis,4,18,ORG,Lamech
genesis,4,19,PERSON,Zillah
genesis,4,19,GPE,Adah
genesis,4,19,ORG,Lamech
genesis,4,21,GPE,Jubal
genesis,4,22,PERSON,Zillah
genesis,4,22,PERSON,Naamah
genesis,4,22,ORG,Tubal
genesis,4,22,ORG,Tubal
genesis,4,23,PERSON,Zillah
genesis,4,23,GPE,Adah
genesis,4,23,ORG,Lamech
genesis,4,25,PERSON,Adam
genesis,4,25,PERSON,Seth
genesis,4,25,PERSON,Abel
genesis,4,25,ORG,Cain
genesis,4,26,PERSON,Seth
genesis,4,26,GPE,Jehovah
genesis,5,1,PERSON,Adam
genesis,5,1,DATE,the day
genesis,5,1,ORG,Adams
genesis,5,2,DATE,the day
genesis,5,3,PERSON,Adam
genesis,5,3,PERSON,Seth
genesis,5,3,DATE,130 years
genesis,5,4,PERSON,Seth
genesis,5,4,PERSON,Adam
genesis,5,4,DATE,800 years
genesis,5,5,DATE,930 years
genesis,5,5,ORG,Adams
genesis,5,6,PERSON,Seth
genesis,5,6,DATE,105 years
genesis,5,6,GPE,Enosh
genesis,5,7,PERSON,Enosh
genesis,5,7,PERSON,Seth
genesis,5,7,DATE,807 years
genesis,5,8,PERSON,Seth
genesis,5,8,DATE,912 years
genesis,5,9,DATE,90 years
genesis,5,9,GPE,Kenan
genesis,5,10,PERSON,Enosh
genesis,5,10,DATE,815 years
genesis,5,10,GPE,Kenan
genesis,5,11,DATE,905 years
genesis,5,12,PERSON,Mahalalel
genesis,5,12,DATE,70 years
genesis,5,12,GPE,Kenan
genesis,5,13,DATE,840 years
genesis,5,13,GPE,Mahalalel
genesis,5,13,GPE,Kenan
genesis,5,14,DATE,910 years
genesis,5,14,GPE,Kenan
genesis,5,15,PERSON,Mahalalel
genesis,5,15,DATE,65 years
genesis,5,16,PERSON,Mahalalel
genesis,5,16,DATE,830 years
genesis,5,17,DATE,895 years
genesis,5,17,GPE,Mahalalel
genesis,5,18,DATE,162 years
genesis,5,19,PERSON,Enoch
genesis,5,19,DATE,800 years
genesis,5,20,DATE,962 years
genesis,5,21,PERSON,Enoch
genesis,5,21,DATE,65 years
genesis,5,21,GPE,Methuselah
genesis,5,22,PERSON,Methuselah
genesis,5,22,PERSON,Enoch
genesis,5,22,DATE,300 years
genesis,5,23,PERSON,Enoch
genesis,5,23,DATE,365 years
genesis,5,25,DATE,187 years
genesis,5,25,ORG,Methuselah
genesis,5,25,ORG,Lamech
genesis,5,26,PERSON,Methuselah
genesis,5,26,DATE,782 years
genesis,5,26,ORG,Lamech
genesis,5,27,DATE,969 years
genesis,5,27,GPE,Methuselah
genesis,5,28,DATE,182 years
genesis,5,28,ORG,Lamech
genesis,5,29,PERSON,Noah
genesis,5,29,PERSON,Jehovah
genesis,5,30,PERSON,Noah
genesis,5,30,DATE,595 years
genesis,5,30,ORG,Lamech
genesis,5,31,DATE,777 years
genesis,5,31,ORG,Lamech
genesis,5,32,PERSON,Noah
genesis,5,32,PERSON,Shem
genesis,5,32,PERSON,Japheth
genesis,5,32,DATE,500 years of age
genesis,6,3,PERSON,Jehovah
genesis,6,3,DATE,120 years
genesis,6,4,DATE,those days
genesis,6,4,ORG,Nephilim
genesis,6,5,PERSON,Jehovah
genesis,6,5,NORP,mans
genesis,6,6,PERSON,Jehovah
genesis,6,7,PERSON,Jehovah
genesis,6,8,PERSON,Noah
genesis,6,8,GPE,Jehovah
genesis,6,9,PERSON,Noah
genesis,6,9,PERSON,Noah
genesis,6,9,PERSON,Noah
genesis,6,10,PERSON,Noah
genesis,6,10,PERSON,Shem
genesis,6,10,PERSON,Japheth
genesis,6,13,PERSON,Noah
genesis,6,14,GPE,ark
genesis,6,16,GPE,ark
genesis,6,16,GPE,ark
genesis,6,22,PERSON,Noah
genesis,7,1,PERSON,Jehovah
genesis,7,1,PERSON,Noah
genesis,7,4,DATE,just seven days
genesis,7,4,DATE,40 days
genesis,7,5,PERSON,Noah
genesis,7,5,PERSON,Jehovah
genesis,7,6,PERSON,Noah
genesis,7,6,DATE,600 years old
genesis,7,7,PERSON,Noah
genesis,7,9,PERSON,Noah
genesis,7,9,PERSON,Noah
genesis,7,10,DATE,seven days later
genesis,7,11,DATE,the 600th year
genesis,7,11,DATE,the second month
genesis,7,11,DATE,the 17th day of the month
genesis,7,11,DATE,that day
genesis,7,11,ORG,Noahs
genesis,7,12,DATE,40 days
genesis,7,13,PERSON,Noah
genesis,7,13,PERSON,Shem
genesis,7,13,PERSON,Japheth
genesis,7,13,DATE,that very day
genesis,7,15,PERSON,Noah
genesis,7,16,PERSON,Jehovah
genesis,7,17,DATE,40 days
genesis,7,17,GPE,ark
genesis,7,23,PERSON,Noah
genesis,7,23,GPE,ark
genesis,7,24,DATE,150 days
genesis,8,1,PERSON,Noah
genesis,8,3,DATE,the end of 150 days
genesis,8,4,DATE,the seventh month
genesis,8,4,DATE,the 17th day of the month
genesis,8,4,ORG,Ararat
genesis,8,5,DATE,the tenth month
genesis,8,5,DATE,the tenth month
genesis,8,5,DATE,the first of the month
genesis,8,6,PERSON,Noah
genesis,8,6,DATE,the end of 40 days
genesis,8,6,GPE,ark
genesis,8,10,DATE,seven more days
genesis,8,10,GPE,ark
genesis,8,11,PERSON,Noah
genesis,8,12,DATE,another seven days
genesis,8,13,PERSON,Noah
genesis,8,13,DATE,the first month
genesis,8,13,DATE,the first day of the month
genesis,8,14,DATE,the second month
genesis,8,14,DATE,the 27th day of the month
genesis,8,15,PERSON,Noah
genesis,8,18,PERSON,Noah
genesis,8,19,GPE,ark
genesis,8,20,PERSON,Noah
genesis,8,20,PERSON,Jehovah
genesis,8,21,PERSON,Jehovah
genesis,8,21,PERSON,Jehovah
genesis,8,21,NORP,mans
genesis,8,22,DATE,summer
genesis,9,1,PERSON,Noah
genesis,9,8,PERSON,Noah
genesis,9,17,PERSON,Noah
genesis,9,18,PERSON,Shem
genesis,9,18,PERSON,Japheth
genesis,9,18,GPE,Canaan
genesis,9,18,ORG,Noahs
genesis,9,19,ORG,Noahs
genesis,9,20,PERSON,Noah
genesis,9,22,PERSON,Canaan
genesis,9,23,PERSON,Shem
genesis,9,23,PERSON,Japheth
genesis,9,24,PERSON,Noah
genesis,9,25,OCCUPATION,slave
genesis,9,26,PERSON,Shem
genesis,9,26,PERSON,Canaan
genesis,9,26,OCCUPATION,slave
genesis,9,27,PERSON,Japheth
genesis,9,27,PERSON,Shem
genesis,9,27,PERSON,Canaan
genesis,9,27,OCCUPATION,slave
genesis,9,28,PERSON,Noah
genesis,9,28,DATE,350 years
genesis,9,29,PERSON,Noah
genesis,9,29,DATE,950 years
genesis,10,1,PERSON,Shem
genesis,10,1,PERSON,Japheth
genesis,10,1,ORG,Noahs
genesis,10,2,PERSON,Japheth
genesis,10,2,PERSON,Magog
genesis,10,2,PERSON,Tiras
genesis,10,2,GPE,Madai
genesis,10,2,GPE,Javan
genesis,10,2,GPE,Tubal
genesis,10,2,ORG,Meshech
genesis,10,3,PERSON,Gomer
genesis,10,3,PERSON,Ashkenaz
genesis,10,3,PERSON,Riphath
genesis,10,3,ORG,Togarmah
genesis,10,4,PERSON,Javan
genesis,10,4,PERSON,Kittim
genesis,10,4,GPE,Elishah
genesis,10,4,ORG,Dodanim
genesis,10,4,NORP,Tarshish
genesis,10,6,PERSON,Cush
genesis,10,6,PERSON,Mizraim
genesis,10,6,GPE,Canaan
genesis,10,7,PERSON,Cush
genesis,10,7,GPE,Seba
genesis,10,7,GPE,Havilah
genesis,10,7,GPE,Sabtah
genesis,10,7,GPE,Sheba
genesis,10,7,GPE,Dedan
genesis,10,7,ORG,Raamah
genesis,10,7,ORG,Raamah
genesis,10,8,PERSON,Nimrod
genesis,10,9,PERSON,Jehovah
genesis,10,9,PERSON,Nimrod
genesis,10,9,PERSON,Jehovah
genesis,10,10,PERSON,Accad
genesis,10,10,PERSON,Calneh
genesis,10,10,GPE,"Babel, Erech"
genesis,10,10,GPE,Shinar
genesis,10,11,PERSON,Nineveh
genesis,10,11,PERSON,Rehoboth Ir
genesis,10,11,PERSON,Calah
genesis,10,11,GPE,Assyria
genesis,10,12,PERSON,Resen
genesis,10,12,PERSON,Nineveh
genesis,10,12,PERSON,Calah
genesis,10,13,PERSON,Ludim
genesis,10,13,PERSON,Anamim
genesis,10,13,PERSON,Lehabim
genesis,10,13,ORG,Naphtuhim
genesis,10,14,ORG,Casluhim
genesis,10,14,ORG,Caphtorim
genesis,10,15,PERSON,Sidon
genesis,10,15,PERSON,Heth
genesis,10,17,PERSON,Hivite
genesis,10,18,ORG,Canaanites
genesis,10,18,NORP,Zemarite
genesis,10,19,PERSON,Zeboiim
genesis,10,19,GPE,Sidon
genesis,10,19,GPE,Gaza
genesis,10,19,GPE,Lasha
genesis,10,19,ORG,Canaanites
genesis,10,19,ORG,Gerar
genesis,10,19,ORG,"Sodom, Gomorrah, Admah"
genesis,10,21,PERSON,Shem
genesis,10,21,PERSON,Eber
genesis,10,21,PERSON,Japheth
genesis,10,22,PERSON,Shem
genesis,10,22,PERSON,Aram
genesis,10,22,ORG,Elam
genesis,10,22,ORG,"Asshur, Arpachshad,"
genesis,10,22,ORG,Lud
genesis,10,23,PERSON,Aram
genesis,10,23,ORG,Mash
genesis,10,24,PERSON,Eber
genesis,10,24,ORG,Shelah
genesis,10,24,ORG,Shelah
genesis,10,25,PERSON,Eber
genesis,10,25,PERSON,Peleg
genesis,10,25,GPE,Joktan
genesis,10,26,PERSON,Hazarmaveth
genesis,10,26,PERSON,Jerah
genesis,10,26,GPE,Joktan
genesis,10,26,GPE,Almodad
genesis,10,26,GPE,Sheleph
genesis,10,27,PERSON,Uzal
genesis,10,27,PERSON,Diklah
genesis,10,28,GPE,Abimael
genesis,10,28,GPE,Sheba
genesis,10,28,ORG,Obal
genesis,10,29,PERSON,Havilah
genesis,10,29,PERSON,Jobab
genesis,10,29,GPE,Ophir
genesis,10,29,GPE,Joktan
genesis,10,30,GPE,Mesha
genesis,10,30,ORG,Sephar
genesis,10,31,PERSON,Shem
genesis,10,32,PERSON,Noah
genesis,11,2,GPE,Shinar
genesis,11,5,PERSON,Jehovah
genesis,11,6,PERSON,Jehovah
genesis,11,8,PERSON,Jehovah
genesis,11,9,PERSON,Babel
genesis,11,9,PERSON,Jehovah
genesis,11,9,PERSON,Jehovah
genesis,11,10,PERSON,Shem
genesis,11,10,PERSON,Shem
genesis,11,10,DATE,100 years old
genesis,11,10,DATE,two years
genesis,11,10,GPE,Arpachshad
genesis,11,11,PERSON,Arpachshad
genesis,11,11,PERSON,Shem
genesis,11,12,DATE,35 years
genesis,11,12,ORG,Shelah
genesis,11,13,PERSON,Arpachshad
genesis,11,13,ORG,Shelah
genesis,11,14,PERSON,Eber
genesis,11,14,DATE,30 years
genesis,11,14,ORG,Shelah
genesis,11,15,PERSON,Eber
genesis,11,15,ORG,Shelah
genesis,11,16,PERSON,Eber
genesis,11,16,PERSON,Peleg
genesis,11,16,DATE,34 years
genesis,11,17,PERSON,Peleg
genesis,11,17,PERSON,Eber
genesis,11,17,DATE,live 430 years
genesis,11,18,PERSON,Peleg
genesis,11,18,DATE,30 years
genesis,11,18,NORP,Reu
genesis,11,19,PERSON,Reu
genesis,11,19,PERSON,Peleg
genesis,11,19,DATE,209 years
genesis,11,20,DATE,32 years
genesis,11,20,ORG,Serug
genesis,11,21,PERSON,Reu
genesis,11,21,ORG,Serug
genesis,11,22,DATE,30 years
genesis,11,22,GPE,Nahor
genesis,11,23,ORG,"Nahor, Serug"
genesis,11,24,DATE,29 years
genesis,11,24,GPE,Terah
genesis,11,24,ORG,Nahor
genesis,11,25,GPE,Terah
genesis,11,25,ORG,Nahor
genesis,11,26,PERSON,Terah
genesis,11,26,DATE,70 years
genesis,11,26,GPE,Nahor
genesis,11,26,GPE,Haran
genesis,11,26,ORG,"Abram,"
genesis,11,27,PERSON,Terah
genesis,11,27,GPE,Terah
genesis,11,27,GPE,Nahor
genesis,11,27,GPE,Haran
genesis,11,27,GPE,Haran
genesis,11,27,ORG,"Abram,"
genesis,11,28,PERSON,Terah
genesis,11,28,GPE,Haran
genesis,11,28,NORP,Chaldeans
genesis,11,29,PERSON,Milcah
genesis,11,29,GPE,Sarai
genesis,11,29,GPE,Haran
genesis,11,29,GPE,Milcah
genesis,11,29,GPE,Iscah
genesis,11,29,ORG,Nahor
genesis,11,30,PERSON,Sarai
genesis,11,31,PERSON,Terah
genesis,11,31,GPE,Haran
genesis,11,31,GPE,Sarai
genesis,11,31,GPE,Canaan
genesis,11,31,GPE,Haran
genesis,11,31,NORP,Chaldeans
genesis,11,32,PERSON,Terah
genesis,11,32,DATE,The days
genesis,11,32,DATE,205 years
genesis,11,32,GPE,Terah
genesis,11,32,GPE,Haran
genesis,12,1,PERSON,Jehovah
genesis,12,4,PERSON,Jehovah
genesis,12,4,DATE,75 years old
genesis,12,4,GPE,Haran
genesis,12,5,PERSON,Sarai
genesis,12,5,GPE,Haran
genesis,12,5,GPE,Canaan
genesis,12,5,GPE,Canaan
genesis,12,6,ORG,Shechem
genesis,12,6,ORG,Moreh
genesis,12,6,ORG,Canaanites
genesis,12,7,PERSON,Jehovah
genesis,12,7,PERSON,Jehovah
genesis,12,8,PERSON,Bethel
genesis,12,8,PERSON,Ai
genesis,12,8,PERSON,Jehovah
genesis,12,8,GPE,Jehovah
genesis,12,8,ORG,Bethel
genesis,12,9,ORG,Negeb
genesis,12,10,GPE,Egypt
genesis,12,11,PERSON,Sarai
genesis,12,11,GPE,Egypt
genesis,12,12,NORP,Egyptians
genesis,12,14,GPE,Egypt
genesis,12,14,NORP,Egyptians
genesis,12,15,GPE,Pharaoh
genesis,12,15,GPE,Pharaoh
genesis,12,15,GPE,Pharaoh
genesis,12,16,OCCUPATION,servant
genesis,12,17,PERSON,Jehovah
genesis,12,17,PERSON,Pharaoh
genesis,12,17,GPE,Sarai
genesis,12,18,PERSON,Pharaoh
genesis,12,20,PERSON,Pharaoh
genesis,13,1,GPE,Egypt
genesis,13,4,GPE,Jehovah
genesis,13,7,ORG,Lots
genesis,13,7,ORG,Canaanites
genesis,13,7,NORP,Perizzites
genesis,13,10,PERSON,Gomorrah
genesis,13,10,PERSON,Zoar
genesis,13,10,GPE,Jordan
genesis,13,10,GPE,Jehovah
genesis,13,10,GPE,Egypt
genesis,13,10,ORG,Jehovah
genesis,13,11,GPE,Jordan
genesis,13,12,GPE,Canaan
genesis,13,12,GPE,Sodom
genesis,13,13,PERSON,Jehovah
genesis,13,13,ORG,Sodom
genesis,13,14,PERSON,Jehovah
genesis,13,18,GPE,Mamre
genesis,13,18,GPE,Hebron
genesis,13,18,GPE,Jehovah
genesis,14,1,PERSON,Amraphel
genesis,14,1,DATE,the days
genesis,14,1,GPE,Shinar
genesis,14,1,ORG,Ellasar
genesis,14,1,ORG,Elam
genesis,14,1,ORG,Goiim
genesis,14,1,OCCUPATION,king
genesis,14,1,OCCUPATION,king
genesis,14,1,OCCUPATION,king
genesis,14,1,OCCUPATION,king
genesis,14,2,PERSON,Birsha
genesis,14,2,PERSON,Shinab king
genesis,14,2,PERSON,Shemeber
genesis,14,2,PERSON,Zeboiim
genesis,14,2,PERSON,Bela
genesis,14,2,PERSON,Zoar
genesis,14,2,GPE,Gomorrah
genesis,14,2,GPE,Admah
genesis,14,2,OCCUPATION,king
genesis,14,2,OCCUPATION,king
genesis,14,2,OCCUPATION,king
genesis,14,2,OCCUPATION,king
genesis,14,2,OCCUPATION,king
genesis,14,3,GPE,the Salt Sea
genesis,14,4,DATE,12 years
genesis,14,4,DATE,the 13th year
genesis,14,5,PERSON,Emim
genesis,14,5,DATE,the 14th year
genesis,14,5,GPE,Shaveh
genesis,14,5,OCCUPATION,king
genesis,14,6,PERSON,Horites
genesis,14,6,GPE,El paran
genesis,14,7,ORG,Kadesh
genesis,14,7,ORG,Amorites
genesis,14,7,NORP,Amalekites
genesis,14,8,PERSON,Gomorrah
genesis,14,8,PERSON,Zeboiim
genesis,14,8,PERSON,Bela
genesis,14,8,PERSON,Zoar
genesis,14,8,GPE,Admah
genesis,14,8,OCCUPATION,king
genesis,14,8,OCCUPATION,king
genesis,14,8,OCCUPATION,king
genesis,14,8,OCCUPATION,king
genesis,14,8,OCCUPATION,king
genesis,14,9,PERSON,Goiim
genesis,14,9,PERSON,Amraphel king
genesis,14,9,PERSON,Arioch
genesis,14,9,ORG,Elam
genesis,14,9,ORG,Shinar
genesis,14,9,ORG,Ellasar
genesis,14,9,OCCUPATION,king
genesis,14,9,OCCUPATION,king
genesis,14,9,OCCUPATION,king
genesis,14,9,OCCUPATION,king
genesis,14,9,OCCUPATION,king
genesis,14,10,PERSON,Siddim
genesis,14,10,PERSON,Gomorrah
genesis,14,10,ORG,Sodom
genesis,14,10,OCCUPATION,king
genesis,14,11,PERSON,Gomorrah
genesis,14,11,GPE,Sodom
genesis,14,12,PERSON,Abrams
genesis,14,12,GPE,Sodom
genesis,14,13,ORG,Mamre the Amorite
genesis,14,14,PERSON,Dan
genesis,14,14,OCCUPATION,servant
genesis,14,15,GPE,Hobah
genesis,14,15,GPE,Damascus
genesis,14,15,OCCUPATION,servant
genesis,14,17,GPE,Shaveh
genesis,14,17,OCCUPATION,king
genesis,14,17,OCCUPATION,king
genesis,14,17,OCCUPATION,king
genesis,14,18,GPE,Salem
genesis,14,18,OCCUPATION,king
genesis,14,18,OCCUPATION,priest
genesis,14,21,ORG,Sodom
genesis,14,21,OCCUPATION,king
genesis,14,22,PERSON,Jehovah
genesis,14,22,ORG,Abram
genesis,14,22,OCCUPATION,king
genesis,14,24,GPE,Mamre
genesis,15,1,PERSON,Jehovah
genesis,15,2,PERSON,Jehovah
genesis,15,2,PERSON,Eliezer
genesis,15,2,GPE,Damascus
genesis,15,4,PERSON,Jehovahs
genesis,15,6,GPE,Jehovah
genesis,15,7,PERSON,Jehovah
genesis,15,7,NORP,Chaldeans
genesis,15,8,PERSON,Jehovah
genesis,15,9,DATE,three year old
genesis,15,9,DATE,three year old
genesis,15,9,DATE,three year old
genesis,15,11,NORP,Abram
genesis,15,13,DATE,400 years
genesis,15,16,ORG,Amorites
genesis,15,18,PERSON,Jehovah
genesis,15,18,DATE,that day
genesis,15,18,GPE,Egypt
genesis,15,19,ORG,Kenites
genesis,15,19,NORP,Kenizzites
genesis,15,20,GPE,Hittites
genesis,15,20,NORP,Perizzites
genesis,15,21,ORG,Amorites
genesis,15,21,ORG,Canaanites
genesis,15,21,ORG,Girgashites
genesis,16,1,PERSON,Sarai
genesis,16,1,PERSON,Hagar
genesis,16,1,NORP,Egyptian
genesis,16,1,OCCUPATION,servant
genesis,16,2,PERSON,Sarai
genesis,16,2,PERSON,Jehovah
genesis,16,2,PERSON,Sarai
genesis,16,2,OCCUPATION,servant
genesis,16,3,PERSON,Sarai
genesis,16,3,PERSON,Hagar
genesis,16,3,DATE,ten years
genesis,16,3,GPE,Canaan
genesis,16,3,NORP,Egyptian
genesis,16,3,OCCUPATION,servant
genesis,16,4,PERSON,Hagar
genesis,16,5,PERSON,Jehovah
genesis,16,5,GPE,Sarai
genesis,16,5,OCCUPATION,servant
genesis,16,6,GPE,Sarai
genesis,16,6,OCCUPATION,servant
genesis,16,7,DATE,the spring
genesis,16,7,GPE,Shur
genesis,16,8,PERSON,Hagar
genesis,16,8,GPE,Sarai
genesis,16,8,GPE,Sarai
genesis,16,8,OCCUPATION,servant
genesis,16,11,PERSON,Ishmael
genesis,16,11,PERSON,Jehovah
genesis,16,13,PERSON,Jehovah
genesis,16,14,ORG,Kadesh
genesis,16,14,ORG,Bered
genesis,16,15,PERSON,Hagar
genesis,16,15,PERSON,Hagar
genesis,16,15,PERSON,Ishmael
genesis,16,16,PERSON,Hagar
genesis,16,16,DATE,86 years old
genesis,16,16,GPE,Ishmael
genesis,17,1,PERSON,Jehovah
genesis,17,1,DATE,99 years old
genesis,17,5,PERSON,Abraham
genesis,17,6,OCCUPATION,king
genesis,17,8,GPE,Canaan
genesis,17,9,PERSON,God
genesis,17,9,PERSON,Abraham
genesis,17,12,DATE,eight days old
genesis,17,15,PERSON,Abraham
genesis,17,15,PERSON,Sarai
genesis,17,15,PERSON,Sarah
genesis,17,15,GPE,Sarai
genesis,17,16,OCCUPATION,king
genesis,17,17,PERSON,Abraham
genesis,17,17,PERSON,Sarah
genesis,17,17,DATE,100 years old
genesis,17,17,DATE,90 years old
genesis,17,18,PERSON,Abraham
genesis,17,18,GPE,Ishmael
genesis,17,19,PERSON,Sarah
genesis,17,19,PERSON,Isaac
genesis,17,20,PERSON,Ishmael
genesis,17,21,PERSON,Isaac
genesis,17,21,PERSON,Sarah
genesis,17,21,DATE,next year
genesis,17,22,PERSON,Abraham
genesis,17,23,PERSON,Abraham
genesis,17,23,PERSON,Abraham
genesis,17,23,DATE,that very day
genesis,17,23,NORP,Ishmael
genesis,17,24,PERSON,Abraham
genesis,17,24,DATE,99 years old
genesis,17,25,PERSON,Ishmael
genesis,17,25,DATE,13 years old
genesis,17,26,PERSON,Abraham
genesis,17,26,PERSON,Ishmael
genesis,17,26,DATE,that very day
genesis,18,1,PERSON,Jehovah
genesis,18,1,DATE,the day
genesis,18,1,GPE,Mamre
genesis,18,3,PERSON,Jehovah
genesis,18,3,OCCUPATION,servant
genesis,18,5,OCCUPATION,servant
genesis,18,6,PERSON,Abraham
genesis,18,6,PERSON,Sarah
genesis,18,7,PERSON,Abraham
genesis,18,9,PERSON,Sarah
genesis,18,10,PERSON,Sarah
genesis,18,10,PERSON,Sarah
genesis,18,10,DATE,next year
genesis,18,11,PERSON,Abraham
genesis,18,11,PERSON,Sarah
genesis,18,11,PERSON,Sarah
genesis,18,11,DATE,years
genesis,18,12,PERSON,Sarah
genesis,18,13,PERSON,Jehovah
genesis,18,13,PERSON,Abraham
genesis,18,13,PERSON,Sarah
genesis,18,14,PERSON,Jehovah
genesis,18,14,PERSON,Sarah
genesis,18,14,DATE,next year
genesis,18,15,PERSON,Sarah
genesis,18,16,PERSON,Abraham
genesis,18,16,ORG,Sodom
genesis,18,17,PERSON,Jehovah
genesis,18,17,PERSON,Abraham
genesis,18,18,PERSON,Abraham
genesis,18,19,PERSON,Jehovah
genesis,18,19,PERSON,Abraham
genesis,18,20,PERSON,Jehovah
genesis,18,20,PERSON,Gomorrah
genesis,18,20,ORG,Sodom
genesis,18,22,PERSON,Jehovah
genesis,18,22,PERSON,Abraham
genesis,18,22,ORG,Sodom
genesis,18,23,PERSON,Abraham
genesis,18,26,PERSON,Jehovah
genesis,18,26,GPE,Sodom
genesis,18,27,PERSON,Abraham
genesis,18,27,PERSON,Jehovah
genesis,18,28,DATE,45
genesis,18,30,PERSON,Jehovah
genesis,18,31,PERSON,Jehovah
genesis,18,32,PERSON,Jehovah
genesis,18,33,PERSON,Jehovah
genesis,18,33,PERSON,Abraham
genesis,18,33,PERSON,Abraham
genesis,19,1,ORG,Sodom
genesis,19,1,ORG,Sodom
genesis,19,2,OCCUPATION,servant
genesis,19,4,ORG,Sodom
genesis,19,13,PERSON,Jehovah
genesis,19,13,PERSON,Jehovah
genesis,19,14,PERSON,Jehovah
genesis,19,17,PERSON,Escape
genesis,19,17,PERSON,Escape
genesis,19,18,PERSON,Jehovah
genesis,19,19,OCCUPATION,servant
genesis,19,22,PERSON,Escape
genesis,19,22,GPE,Zoar
genesis,19,23,GPE,Zoar
genesis,19,24,PERSON,Jehovah
genesis,19,24,PERSON,Gomorrah
genesis,19,24,GPE,Jehovah
genesis,19,24,ORG,Sodom
genesis,19,27,PERSON,Abraham
genesis,19,27,PERSON,Jehovah
genesis,19,28,PERSON,Gomorrah
genesis,19,28,ORG,Sodom
genesis,19,29,PERSON,Abraham
genesis,19,30,GPE,Zoar
genesis,19,30,GPE,Zoar
genesis,19,34,DATE,the next day
genesis,19,37,PERSON,Moab
genesis,19,37,DATE,today
genesis,19,38,PERSON,Ben ammi
genesis,19,38,DATE,today
genesis,20,1,PERSON,Abraham
genesis,20,1,ORG,Negeb
genesis,20,1,ORG,Kadesh and Shur
genesis,20,1,ORG,Gerar
genesis,20,2,PERSON,Abraham
genesis,20,2,PERSON,Sarah
genesis,20,2,PERSON,Abimelech
genesis,20,2,PERSON,Sarah
genesis,20,2,ORG,Gerar
genesis,20,2,OCCUPATION,king
genesis,20,3,ORG,Abimelech
genesis,20,4,PERSON,Abimelech
genesis,20,4,PERSON,Jehovah
genesis,20,7,NORP,mans
genesis,20,7,OCCUPATION,prophet
genesis,20,8,ORG,Abimelech
genesis,20,8,OCCUPATION,servant
genesis,20,9,PERSON,Abraham
genesis,20,9,ORG,Abimelech
genesis,20,10,PERSON,Abimelech
genesis,20,10,PERSON,Abraham
genesis,20,11,PERSON,Abraham
genesis,20,14,PERSON,Abraham
genesis,20,14,PERSON,Sarah
genesis,20,14,ORG,Abimelech
genesis,20,14,OCCUPATION,servant
